Reported Time
Without Indexing
"95242 rows retrieved starting from 1 in 1 s 641 ms (execution: 1 s 52 ms, fetching: 589 ms)"
Libby Morris,39
Lomax Study,39
Louis Mahoney,39
Mae Clarke,39
Mart Crowley,39
Marvin Miller,39
Michael Connors,39
Michael Davis,39
Michael Lonsdale,39
Micky Dolenz,39
Mildred Natwick,39
Monte Blue,39
Nichelle Nichols,39
Norman Lee,39
Pamela Hart,39
Pat Carroll,39
Pat O'Moore,39
Patrick Bauchau,39
Paul McCartney,39
Paul Savage,39
Prunella Scales,39
Ray Walston,39
Regis Toomey,39
Richard Benjamin,39
Richard Bradford,39
Richard Pearson,39
Ringo Starr,39
Robert Arden,39
Robert Goulet,39
Robert Keith,39
Robert Ryan,39
Roland Culver,39
Ronnie Stevens,39
Rosemary De Camp,39
Salem Ludwig,39
Sally Kellerman,39
Sam Edwards,39
Seymour Cassel,39
Stan Jones,39
Steve Allen,39
Sue Moore,39
Taina Elg,39
Timothy Dalton,39
Tom Atkins,39
Tony Bill,39
Trevor Howard,39
Valentine Dyall,39
Virginia Gregg,39
Werner Herzog,39
Zasu Pitts,39
Alan Alda,38
Alex McCrindle,38
Alfred Burke,38
Alice Drummond,38
Amanda Harley,38
Amy Stiller,38
Arlo Guthrie,38
Arnold Schwarzenegger,38
Bob Dishy,38
Bruce Gordon,38
Buck Clayton,38
Burt Reynolds,38
Buzzy Kerbox,38
Carroll O'Connor,38
Cathleen Nesbitt,38
Charlie Watts,38
Christopher Connelly,38
Christopher Jones,38
Clete Roberts,38
Corin Redgrave,38
Dana Andrews,38
Daniel Pilon,38
Darrick Doerner,38
David Love,38
Diane Keaton,38
Dominique Lacarriere,38
Dorian Joe Clark,38
Doris Roberts,38
Dorothy Dwyer,38
Dorothy Tutin,38
Ed Pennybacker,38
Eileen Brennan,38
Elisabeth Fraser,38
Eric Hahn,38
Eric Idle,38
Eric Porter,38
Ewan Hooper,38
Frank Campanella,38
Frank Langella,38
Fred Gwynne,38
Fredric March,38
Garrett Morris,38
Gene Hackman,38
George Berkeley,38
George Putnam,38
Gunnar Bjornstrand,38
Hans Conried,38
Harvey Korman,38
Henry Wilcoxon,38
Howland Chamberlain,38
Hugh Sinclair,38
Ian Hendry,38
Ian Holm,38
Jacqueline Bisset,38
James Cosmo,38
Jason Scott Lee,38
Jean-Louis Richard,38
Jean-Paul Vignon,38
Joan Collins,38
Joan Harris,38
Joanna Cassidy,38
John McMartin,38
John Saxon,38
John Young,38
Joyce Bulifant,38
Judy Garland,38
June Havoc,38
Laird Hamilton,38
Larry Hudson,38
Laszlo Szabo,38
Lucille Bliss,38
Luke Askew,38
Macdonald Carey,38
Maggie Smith,38
Malachy McCourt,38
Margaret Lockwood,38
Marie Goranzon,38
Maurice Roëves,38
Michael Clark,38
Michael Lally,38
Michel Duchaussoy,38
Mick Jagger,38
Pat Flynn,38
Paul Harper,38
Paul Henreid,38
Paul Sorvino,38
Paul Williams,38
Peter Cellier,38
Pete  Seeger,38
Ralph Manza,38
Randy Quaid,38
Richard Loo,38
Richard Pasco,38
Richard Robbins,38
Robert De Niro,38
Robert Evans,38
Robert Tafur,38
Robert "Wingnut" Weaver,38
Rossano Brazzi,38
Roy Thinnes,38
Sam Elliott,38
Sean Sullivan,38
Sig Frohlich,38
Sylvester Stallone,38
Tanie Kitabayashi,38
Ted Collins,38
Tim Matheson,38
Tom Fadden,38
Tom Irish,38
Tom Skerritt,38
Victor Brandt,38
Walter Williams,38
William Walker,38
Yorgo Voyagis,38
Adolphe Menjou,37
Al Pacino,37
Barbara Ewing,37
Belle Mitchell,37
Benny Rubin,37
Ben Vereen,37
Bernard Verley,37
Beulah Quo,37
Bill Hicks,37
Bill Russell,37
Bob Nelson,37
Boris Karloff,37
Buck Henry,37
Cameron Mitchell,37
Carlos Rivas,37
Carole Shelley,37
Chance Langton,37
Charles Drake,37
Charles King,37
Charles Robinson,37
Craig Stevens,37
Cyril Ring,37
Dan Frazer,37
Darrell Larson,37
David Crowley,37
David Gulpilil,37
David Hemmings,37
David Huddleston,37
DeForest Covan,37
Diana Rigg,37
Donald Pleasence,37
Don Charles McGovern,37
Don Keefer,37
Doug McClure,37
Edric Connor,37
Ellen Burstyn,37
Esai Morales,37
Fabrice Luchini,37
Fernando Rey,37
F Murray Abraham,37
Francoise Fabian,37
Frank Thornton,37
Freddie Jones,37
Gerrit Graham,37
Gig Young,37
Graham Crowden,37
Harry Fleer,37
Harvey Stephens,37
Héléna Manson,37
Helene Heigh,37
Henry Beckman,37
Henry Rowland,37
Herbert Lom,37
Horst Buchholz,37
Ida Lupino,37
Irina Wanka,37
Jack Axelrod,37
James Karen,37
James McCallion,37
James Mitchell,37
Jane Carr,37
Jason Robards,37
Jason Robards Jr.,37
Jean-François Stévenin,37
Jean Seberg,37
Jeff Bridges,37
Jerry Stiller,37
Jessica Walter,37
Jim Brown,37
Jim Norton,37
Joanna Lumley,37
Joanne Woodward,37
Joe Cocker,37
John Alderson,37
John Barclay,37
John Castle,37
John Davis,37
John Huston,37
John O'Brien,37
Jonathan Winters,37
Jorge Martinez De Hoyos,37
Josef Sommer,37
Joseph Walsh,37
Karen Black,37
Karl Lewis Miller,37
Katharine Houghton,37
Klaus Kinski,37
Lee Van Cleef,37
Leif Erickson,37
Lisa Gaye,37
Liv Ullmann,37
Mae West,37
Maila "Vampira" Nurmi,37
Marcello Mastroianni,37
Margaret Tyzack,37
Marie Thomas,37
Marshall Erwin Efron,37
Marshall Thompson,37
Martha Scott,37
Martin Balsam,37
Martin Sheen,37
Mary Carver,37
Mathieu Carriere,37
Maureen Stapleton,37
Michael Des Barres,37
Michael J. Pollard,37
Michele Lee,37
Michel Subor,37
Mona McKinnon,37
Nancy Sinatra,37
Nat 'King' Cole,37
Nickolas Grace,37
Nicky Henson,37
Noriyuki 'Pat' Morita,37
Norma McCarty,37
Patsy Kelly,37
Paul Fix,37
Paul Jasmin,37
Paul Valentine,37
Peter Boyle,37
Peter Jason,37
Philippe Noiret,37
Rachel Stephens,37
Raquel Welch,37
Ray Harryhausen,37
Red West,37
Richard Roundtree,37
Robert Baker,37
Robert Klein,37
Robert Stephens,37
Roger Til,37
Ruth Gordon,37
Sally Kirkland,37
Sarah Cunningham,37
Sarah Marshall,37
Shelley Morrison,37
Shô Kosugi,37
Stefan Larsson,37
Stuart Cooper,37
Tamsin Kelsey,37
Tom Harvey,37
Tommy Lee Jones,37
Tom Selleck,37
Tony Musante,37
Tracy Reiner,37
Ulf Palme,37
Vampira,37
Vernon Dobtcheff,37
Vivian Blaine,37
Walter Koenig,37
Wayne Rogers,37
William Benedict,37
William Dean,37
William Devane,37
William Smith,37
Adrian Paul,36
Akim Tamiroff,36
Alfredo Varelli,36
Alice Ghostley,36
Andree Tainsy,36
Andrew Duggan,36
Angela Paton,36
Anne Meara,36
Anthony Zerbe,36
Anton Rodgers,36
Art Farmer,36
Barbara Hershey,36
Barbra Streisand,36
Barry Primus,36
Beah Richards,36
Bert Remsen,36
Bill Weston,36
Blythe Danner,36
Bob Stevenson,36
Börje Ahlstedt,36
Brian Blessed,36
Brigitte Fossey,36
Buddy Hackett,36
Burt Mustin,36
Carlo Cecchi,36
Charles Grodin,36
Charles McDaniel,36
Chieko Matsubara,36
Chill Wills,36
Claude Rich,36
David Carradine,36
Donald Waugh,36
Ed Begley Jr,36
Eddie Albert,36
Edgar Bergen,36
Edward Ashley,36
Elliott Sullivan,36
Eva Gabor,36
Fabian,36
Faye Dunaway,36
Felicia Farr,36
Florence Lake,36
Francois Maistre,36
Frankie Van,36
Gerry Mulligan,36
Gilles Pelletier,36
Gordon Jackson,36
Gordon Pinsent,36
Greg McClure,36
Hanna Schygulla,36
Hans Meyer,36
Hector Elizondo,36
Howard Taylor,36
Huntz Hall,36
Jack Shepherd,36
James Burton,36
James Flavin,36
Jean Anderson,36
Jeannie Epper,36
Jenny Agutter,36
Joan Rivers,36
Jodie Foster,36
Joe Gilbert,36
John Brown,36
John Christian,36
John Densmore,36
John Fleckenstein,36
Johnny Echols,36
Johnny Silver,36
John Serret,36
Karl Malden,36
Katharine Ross,36
Ken Howard,36
Kim Novak,36
Kim Smith,36
Kirk Alyn,36
Kris Kristofferson,36
Leslie Schofield,36
Lloyd Corrigan,36
Luc Merenda,36
Marcia Jean Kurtz,36
Marcia Mae Jones,36
Mary Peach,36
Mathieu Schiffman,36
Melodie Johnson,36
M. Emmet Walsh,36
Michael Greene,36
Michael Murphy,36
Mike Henry,36
Nancy Roberts,36
Natalie Wood,36
Neil Summers,36
Nicky Blair,36
Nigel Terry,36
Paul Dooley,36
Perry Lopez,36
Peter Weck,36
Peter White,36
Phil Silvers,36
Raymond Johnson,36
Red Mitchell,36
R.G. Armstrong,36
Rhonda Fleming,36
Richard Briers,36
Richard Davis,36
Robert Downey Jr.,36
Rob Reiner,36
Ronald Lee,36
Rosemary DeCamp,36
Ruth Kettlewell,36
Sachio Sakai,36
Scott Brady,36
Sid Haig,36
Simón Andreu,36
Sissy Spacek,36
Souad Amidou,36
Stacy Keach,36
Sydney Bromley,36
Talia Shire,36
Tanya Lopert,36
Terence Kelly,36
Tom Laughlin,36
Victor Izay,36
Walter Brennan,36
Wayne Robson,36
W.C. Fields,36
William Franklyn,36
William Morgan Sheppard,36
William Wellman Jr.,36
Adrian Sparks,35
Aldo Ray,35
Ana Torrent,35
Austin Pendleton,35
Barbara Hale,35
Barbara Pilavin,35
Barry Williams,35
Bingbing Li,35
Bing Russell,35
Binnie Barnes,35
Candy Clark,35
Carol Androsky,35
Charles Anderson,35
Charles Knox Robinson III,35
Charles Napier,35
Christopher Shea,35
Cosmo Sardo,35
Craig Kelly,35
Cyril Shaps,35
Daniel Martin,35
David Bond,35
David Gilliam,35
David Tree,35
David Webb,35
DeForest Kelley,35
Dick Dickinson,35
Dom DeLuise,35
Ed Lauter,35
Eduard Franz,35
Elizabeth Ashley,35
Erich von Stroheim,35
Faith Geer,35
Felice Orlandi,35
Florence Sundstrom,35
France Nuyen,35
Francine York,35
Fritz Weaver,35
Gabriele Ferzetti,35
Gary Busey,35
George Murdock,35
Gertrude Astor,35
Glenn Ford,35
Gordon Sterne,35
Harriet Medin,35
Harrison Ford,35
Harry Hutchinson,35
Haruko Togo,35
Howard Vernon,35
Hugh Futcher,35
Jack Carter,35
Jack Pierce,35
James Carter,35
James Woods,35
Jamie Smith Jackson,35
Janis Joplin,35
J.B. Bivens,35
Jean Desailly,35
Jean Douchet,35
Jeffry Wickham,35
Jimmy Bryant,35
Jim Wilson,35
Joe Keyes,35
John Astin,35
John Hart,35
John Warburton,35
John Warner,35
Kathleen Quinlan,35
Kay E. Kuter,35
Larry Taylor,35
Laura Dern,35
Leo Gordon,35
Lili Francks,35
Liselotte Pulver,35
Lloyd Nelson,35
Louise Lasser,35
Lou Jacobi,35
Lurene Tuttle,35
Madeleine Lee Gilford,35
Marcel Marceau,35
Margaret Avery,35
Margaret Dumont,35
Massimo Sarchielli,35
Michael Douglas,35
Michael Hordern,35
Michael Sarrazin,35
Michel Puterflam,35
Muhammad Ali,35
Natividad Vacio,35
Ned Beatty,35
Nicholas Smith,35
Nico,35
Owen Bush,35
Patrick Holt,35
Paul H. Frees,35
Paul Stader,35
Pedro Armendariz Jr.,35
Peg Shirley,35
Penny Santon,35
Peter Leeds,35
Preston Hanson,35
Ralph Waite,35
Ravi Shankar,35
Raymond Bailey,35
Regis Philbin,35
Rick Jones,35
Robert Pine,35
Robert Swan,35
Roger Creed,35
Sally Struthers,35
Sam Coppola,35
Sandrine Holt,35
Sean McClory,35
Sid Caesar,35
Stanley Clements,35
Stephen Whittaker,35
Steve Franken,35
Stu Klitsner,35
Sumiko Sakamoto,35
Teddy Wilson,35
Tom Watson,35
Van Doude,35
Vince Barnett,35
Vince Edwards,35
Vlastimil Brodský,35
Wally Rose,35
Werner Klemperer,35
Wolfe Morris,35
Abraham Sofaer,34
Alan Fudge,34
Alexander Knox,34
Alex Rocco,34
Alex Stevens,34
Al Freeman Jr.,34
Angela Thorne,34
Ann B. Davis,34
Anthony Dawson,34
Archie Hahn III,34
Argentina Brunetti,34
Armand Assante,34
Barbara Baxley,34
Barry Bostwick,34
Barry Jackson,34
Bijou Phillips,34
Bill Sharp,34
Bobby Gillespie,34
Bo Hopkins,34
Brian Davies,34
Bruno Cremer,34
Candice Azzara,34
Carol Burnett,34
Carol Henry,34
Carol Kane,34
Charles Martin Smith,34
Charles Ruggles,34
Charlie Ruggles,34
Christopher Guest,34
Chuck Courtney,34
Clu Gulager,34
Count Basie,34
Craig T. Nelson,34
Dandy Nichols,34
David Ogden Stiers,34
David Opatoshu,34
David Proval,34
David Prowse,34
David Spenser,34
Dean Martin,34
Denise Coffey,34
Derek McGrath,34
Desmond Llewelyn,34
Dick Clark,34
Dominique Rozan,34
Doreen Lang,34
Doro Merande,34
Dorothy Alison,34
Dorothy Neumann,34
Eddie Baker,34
Ellen Geer,34
Ernest Sarracino,34
Farrah Fawcett,34
Floyd Levine,34
Francois Viaur,34
Frankie Avalon,34
Fred Williamson,34
Gene Nelson,34
Geoffrey Copleston,34
Gérard Depardieu,34
Gloria Grahame,34
Goldie Hawn,34
Gore Vidal,34
Harold Miller,34
Harold Russell,34
Harry Monty,34
Harry Towb,34
Hayley Mills,34
Helen Mirren,34
Henry Corden,34
Hugh Masekela,34
Ike Eisenmann,34
Jack Albertson,34
Jack Good,34
Jack Wallace,34
Jaclyn Smith,34
Jacqueline Voltaire,34
James Cranna,34
James Doohan,34
James Gregory,34
James Patterson,34
Jamie Farr,34
Jason Miller,34
Jay Robinson,34
Jean Yanne,34
Jennifer Darling,34
Jill Bennett II,34
Jim Nolan,34
Joe Spano,34
John Marley,34
John Marriott,34
John Qualen,34
Jon Finch,34
Jose Gonzales-Gonzales,34
Joss Ackland,34
Karen Lynn Gorney,34
Kathy Imrie,34
Keith Smith,34
Kevin Kelly,34
Kim Richards,34
Larry Hagman,34
Laverne Andrews,34
Leigh Taylor-Young,34
Lennie Bremen,34
Leo Cimino,34
Lidia Alfonsi,34
Lily Tomlin,34
Louise Beavers,34
Malcolm Smith,34
Mara Corday,34
Margareta Krook,34
Marisa Berenson,34
Maxene Andrews,34
Mel Stewart,34
Mia Farrow,34
Michael Feast,34
Michael Higgins,34
Michael Palin,34
Michael Pate,34
Michael Potter,34
Milton Berle,34
Miriam Hopkins,34
Neil Hamilton,34
Nelson Peltz,34
Niall O'Brien,34
Norman Fell,34
Pat Collins,34
Pat Morita,34
Patricia Huston,34
Patrick Hines,34
Patty Andrews,34
Paul Anka,34
Paul Benjamin,34
Paul Harris,34
Paul Simon,34
Pei-pei Cheng,34
Peter Vaughan,34
Philip Carey,34
Phil Spector,34
Phyllis Thaxter,34
Ralph Brown,34
Raymond Burr,34
Raymond Lee,34
Renaud Verley,34
Rene Auberjonois,34
Reni Santoni,34
Richard Chamberlain,34
Richard Keats,34
Richard Lynch,34
Robert Carradine,34
Robert Coote,34
Robert Dorning,34
Robert H. Harris,34
Robert LuPone,34
Rodolfo Hoyos Jr.,34
Roger Corman,34
Roger Daltrey,34
Roger Lloyd Pack,34
Ron Leibman,34
Ron Rifkin,34
Ron Soble,34
Sam Bottoms,34
Sam Lee,34
Samuel Bottoms,34
Sandra White,34
Serge Reggiani,34
Sheb Wooley,34
Sidney Blackmer,34
Sid Raymond,34
Signe Hasso,34
Stefan Gierasch,34
Susan Sarandon,34
Sybil Danning,34
Takashi Shimura,34
Taylor Mead,34
Terry Gilliam,34
Terry Jones,34
Tom Baker,34
Tom Carey,34
Tom Ewell,34
Tommy Farrell,34
Tony Randall,34
Valentina Cortese,34
Virginia Wing,34
Wallis Clark,34
William Squire,34
William Windom,34
Ada Carrasco,33
Alfred Dennis,33
Amelia Romano,33
Andy Devine,33
Angus MacInnes,33
Antonia Rey,33
Arthur Franz,33
Arthur Lowe,33
Audrey Meadows,33
Axel Duberg,33
Barry Newman,33
Bert May,33
Bill Nelson,33
Blair Brown,33
Bob Kaliban,33
Brad Dourif,33
Brenda Bruce,33
Brenda Vaccaro,33
Bud Cort,33
Burtt Harris,33
Butch  Patrick,33
Carlo Croccolo,33
Carrie Fisher,33
Charles Cooper,33
Charles Graham,33
Christopher Lloyd,33
Christopher Logan,33
Claude Akins,33
Colleen Camp,33
Collin Wilcox Paxton,33
Dale Van Sickel,33
Dani,33
Daniel Massey,33
Danny Inosanto,33
Dan Seymour,33
David Bowie,33
David Clennon,33
David McCallum,33
David Soul,33
Derek Jacobi,33
Donald Woods,33
Don Henderson,33
Duke York,33
Edward Fox,33
Edward Herrmann,33
Elizabeth Patterson,33
Eric Braeden,33
Ernie Jackson,33
Errol John,33
Eve Brent Ashe,33
Forrest Lewis,33
Frances Cuka,33
Frankie Darro,33
Franklin Cover,33
Fred Burrell,33
Garfield Morgan,33
Geneviève Bujold,33
Geoffrey Palmer,33
George Andre Beranger,33
George Murcell,33
George Takei,33
Geraldine Page,33
Gerald S. O'Loughlin,33
Gerard Damiano,33
Glenda Farrell,33
Graham Beckel,33
Harold Fong,33
Harry Reems,33
Helen Stenborg,33
Helmut Dantine,33
Henry Winkler,33
Jack Benny,33
Jackie Earle Haley,33
Jack Kelly,33
James Naughton,33
James Stacy,33
Jane Birkin,33
Janet Wright,33
Janine Darcey,33
Jan Sterling,33
Jed Allan,33
Jerry Garcia,33
J.G. Devlin,33
Jimmy Buffett,33
John Amos,33
John Bluthal,33
John Considine,33
John C. Reilly,33
John F. Kennedy,33
John Harrison,33
John Lodge,33
John Merivale,33
John Miljan,33
John Ritter,33
John Vernon,33
Jonathan Pryce,33
Jorge Rivero,33
Juan Fernández,33
Juliet Mills,33
Katy Jurado,33
Kenneth Clark,33
Kevin Conway,33
Kevin Michael Richardson,33
Lance Henriksen,33
Larri Thomas,33
Leigh French,33
Leigh Lawson,33
Lillian Randolph,33
Linda Lovelace,33
Lin Shaye,33
Lorna Thayer,33
Louis Zorich,33
Luther Adler,33
Lynne Marie Stewart,33
Marcel Dalio,33
Marian Collier,33
Mark Johnson,33
Marta Kristen,33
Martin Garralaga,33
Matt Clark,33
Maurice Denham,33
Maurice Garrel,33
Michael Balfour,33
Michael Elwyn,33
Michael Fox,33
Michael Redgrave,33
Michael Ross,33
Michel Bouquet,33
Mike Kellin,33
Mirko Boman,33
Nadim Sawalha,33
Nancy Kwan,33
Nathalie Baye,33
Nicholas Jones,33
Nick Stewart,33
Olimpia Carlisi,33
Oliver Reed,33
Olympia Dukakis,33
Pam Grier,33
Patrick Miller,33
Paul Michael Glaser,33
Paul Sand,33
Peter Breck,33
Peter Firth,33
Peter Hansen,33
Peter Kassovitz,33
Ralph Clanton,33
Ray Baker,33
Raymond Massey,33
Richard Haydn,33
Richard Leech,33
Richard Le Parmentier,33
Richard O'Brien,33
Robert Brown,33
Robert Levine,33
Robert McNamara,33
Robert Patten,33
Robert Sampson,33
Rosamond Greenwood,33
Ryan O'Neal,33
Samantha Eggar,33
Sam Schwartz,33
Sam Wanamaker,33
Sancho Gracia,33
Scott Glenn,33
Sha Na Na,33
Skye Bennett,33
Sô Yamamura,33
Stockard Channing,33
Stubby Kaye,33
Suzanne Somers,33
Thomas Heaton,33
Thora Hird,33
Tim Crowley,33
Tim Curry,33
Timothy Bottoms,33
Tom Clarke Hill,33
Tony Brubaker,33
Tony Rosato,33
Udo Kier,33
Valerie Perrine,33
Wallace Ford,33
Yves Montand,33
Alain Cuny,32
Alexander Scourby,32
Alfred Lynch,32
André S. Labarthe,32
Andy Romano,32
Anjelica Huston,32
Anthony Valentine,32
Armin Mueller-Stahl,32
Arthur Batanides,32
Arthur Space,32
Barbara Harris,32
Barbara Leigh-Hunt,32
Barton MacLane,32
Ben Cross,32
Bernie Casey,32
Betty Buckley,32
Bill Cobbs,32
Birger Malmsten,32
Birgitte Federspiel,32
Bob Harvey,32
Bob Neill,32
Brett Halsey,32
Brooke Shields,32
Bruce Davison,32
Burt Young,32
Catherine Breillat,32
Catherine Lacey,32
Cay Kristiansen,32
Chalo Gonzalez,32
Charles Bickford,32
Charles D. Brown,32
Charles Grapewin,32
Charles Mingus,32
Charley Boorman,32
Charlie Brill,32
Chevy Chase,32
Chuck Norris,32
Clara Calamai,32
Claude Rains,32
Curt Lowens,32
Danny DeVito,32
David de Keyser,32
David Selby,32
Deborah Harry,32
Delaney & Bonnie & Friend...,32
Dennis Quaid,32
Dick Martin,32
Donald Elson,32
Donna Mitchell,32
Ed Nelson,32
Ed Setrakian,32
Eduardo Ciannelli,32
Edward Byrnes,32
Edward Mulhare,32
Emil Sitka,32
Emmett Vogan,32
Ernest Harden Jr.,32
Felicity Mason,32
Ford Rainey,32
Frank Wilcox,32
Frederic Forrest,32
Frederick Ledebur,32
Fred MacMurray,32
Fred Willard,32
Fred Williams,32
Fritz Lang,32
Garry Marshall,32
Gene Borkan,32
Geoffrey Lewis,32
George Sawava,32
Gianni Garko,32
Grace Lee Whitney,32
Heather Hopper,32
Hector Elias,32
Henry Slate,32
Hoke Howell,32
Howard Hickman,32
Ina Claire,32
Irene Hervey,32
Jack LaRue,32
Jack Latham,32
Jaime Tirelli,32
James Wing Woo,32
Jane Chung,32
Jane Seymour,32
Jarl Kulle,32
Jeff Goldblum,32
Jennifer O'Neill,32
Jeremy Kemp,32
Jeremy Slate,32
Jimmy Durante,32
Joan Bennett,32
Joanne Dru,32
John Davis Chandler,32
John Holland,32
John Jarratt,32
John Judd,32
John Larroquette,32
John Neilson,32
John Sullivan,32
John Turner,32
José Garcia,32
Jürgen Prochnow,32
Kamatari Fujiwara,32
Karen Dotrice,32
Keith Andes,32
Ken Sansom,32
Kevin Scott,32
Kim Darby,32
Kin Sugai,32
Larry Moss,32
Lawrence Pressman,32
Lee Marvin,32
Lena Olin,32
Leon B. Stevens,32
Luana Anders,32
Mackenzie Phillips,32
Mario Adorf,32
Marjorie Bennett,32
Martha Raye,32
Marthe Keller,32
Mary Kay Place,32
Max 'Slapsie Maxie' Rosen...,32
Michael Pataki,32
Michael Williams,32
Michael York,32
Mike Nader,32
Mildred Dunnock,32
Mink Stole,32
Miou-Miou,32
Nancy Olson,32
Nino Castelnuovo,32
Noble Willingham,32
Norma Moore,32
Nydia Westman,32
Orso Maria Guerrini,32
Oscar Homolka,32
Pamela Dunlap,32
Patrick McVey,32
Patric Knowles,32
Patrick O'Neal,32
Patti D'Arbanville,32
Paul Benedict,32
Paul Bryar,32
Paul Frankeur,32
Pauline Carton,32
Paul Jenkins,32
Peter Lawford,32
Peter Lorre,32
Peter MacLean,32
Philip Locke,32
Reginald Denny,32
Renata Vanni,32
Rex Harrison,32
Rex Reed (II),32
Richard Caldicot,32
Richard Kiel,32
Richard Nixon,32
Richard Riehle,32
Richard Wilson,32
Robert Englund,32
Robert Hogan,32
Roger Planchon,32
Ron Moody,32
Rose Gregorio,32
Roy Scheider,32
Rue McClanahan,32
Rutger Hauer,32
Sally Gracie,32
Samuel Fuller,32
Samuel S. Hinds,32
Sandra Lee,32
Shane Rimmer,32
Sharmila Tagore,32
Shirley Mitchell,32
Sonny Chiba,32
Tanny Mc Donald,32
Ted Grossman,32
Ted Markland,32
Terence Labrosse,32
Terry Wilson,32
Theodore von Eltz,32
Tim Barlow,32
Tom Chadbon,32
Tom Martin,32
Tony Lo Bianco,32
Torin Thatcher,32
T.P. McKenna,32
Vince Deadrick Jr.,32
Vincent Schiavelli,32
Wade Crosby,32
Walter Abel,32
William Alland,32
Abe Vigoda,31
Alan R. Gibbs,31
Albert Brooks,31
Alexandre Trauner,31
Alfonso Arau,31
Allen Garfield,31
Andrea Malandrinos,31
Ann Shoemaker,31
Anthony Daniels,31
Anthony Higgins,31
Anthony Newley,31
Arthur Malet,31
Arthur O'Connell,31
Barbara Jefford,31
Barbara Rush,31
Barry Levinson,31
Beverly D'Angelo,31
Bill Duke,31
Billy Redden,31
Bobo Lewis,31
Bob Terhune,31
Bonnie Bedelia,31
Brendan Kelly,31
Brian Dennehy,31
Brian Pettifer,31
Brooke Adams,31
Bruce McGill,31
Bruno Ganz,31
Bryan Clark,31
Buddy Joe Hooker,31
Capt. James Lovell,31
Carl Weathers,31
Cecil Parker,31
Charles Aidman,31
Charles Green,31
Charlotte Stewart,31
Christian Berkel,31
Christopher Cazenove,31
Chuck Hayward,31
Claudio Brook,31
Conchata Ferrell,31
Creighton Hale,31
David Cameron,31
David Wilson,31
Davis Roberts,31
Denis Akiyama,31
Denis Lawson,31
Dexter Fletcher,31
Dick Van Patten,31
Don Haggerty,31
Don Murray,31
Doug McGrath,31
Eddie Quillan,31
Edward Everett Horton,31
Eileen Atkins,31
Eloise Hardt,31
Ernst R. von Theumer,31
Etsuko Ichihara,31
Frank Faylen,31
Frank Stallone,31
Frederick Jaeger,31
Gale Robbins,31
Garick Hagon,31
Garry McDonald,31
Gary Hope,31
George Kee Cheung,31
George Meyer,31
George Plimpton,31
George Sanders,31
Georges Saurel,31
Gilberte Geniat,31
Gino Corrado,31
Giustino Durano,31
Glenn Langan,31
Glynn E. Turman,31
Gregory Corso,31
Hal Smith,31
Harris Yulin,31
Harvey Jason,31
Hermione Baddeley,31
Hisashi Igawa,31
Howard Hesseman,31
Ivan Scott,31
Jack Kenny,31
Jack Williams,31
James Copeland,31
Jean-Claude Drouot,31
Jennifer Jones,31
Jeroen Krabbé,31
Jerry Lee Lewis,31
Jill Clayburgh,31
Jim Burk,31
Jim Martin,31
Joan Shawlee,31
Joel Marston,31
Joe Regalbuto,31
John Allen,31
John Barrett,31
John Beck,31
John Herman Shaner,31
John Jordan,31
John Martin,31
John Nichols,31
John Ratzenberger,31
John Schuck,31
John Stewart,31
Jordan Charney,31
Joseph Leon,31
Joseph Miksak,31
Judith Magre,31
Julia Meade,31
Junius Matthews,31
Katherine Helmond,31
Kathryn Grayson,31
Kay Walsh,31
Kazuo Kitamura,31
Kevin McNally,31
Larry J. Blake,31
Leon Vitali,31
Lindsay Crouse,31
Liz Fraser,31
Loyal Underwood,31
Lyndon Brook,31
Macha Méril,31
Marie-France Pisier,31
Mark Hamill,31
Mary Woronov,31
Masahiko Tsugawa,31
Matthew Cowles,31
Max Showalter,31
Meat Loaf,31
Melanie Mayron,31
Melinda Dillon,31
Mel Welles,31
Merwin Goldsmith,31
Michael Chapman,31
Michael Forest,31
Michael Mann,31
Monte Landis,31
Monte Markham,31
Monty Ash,31
Morgan Brittany,31
Morgan Farley,31
Myriam Boyer,31
Niall Buggy,31
Norman Alden,31
Norman Bird,31
Norman Rossington,31
Paolo Bonacelli,31
Pat Buttram,31
Paul Mantee,31
